Version,type,order,code,key,category,question,guidance,no-guidance,yes-guidance,offering,service-name,analyst-reason,analyst-followup,compliant-answer,qualitative,highrisk,weight,cis,hippa,iso27002,nistcsf,800-171,800-53,trusted-ci,pci-321
3.02,-LITE-,52,HLDA-03,3.02-LITE-HLDA-03,Data,"Is sensitive data encrypted, using secure protocols/algorithms, in storage? (e.g. disk encryption, at-rest, files, and within a running database)", ,Describe why sensitive data in not encrypted in storage.,Summarize your data encryption strategy and state what encryption options are available.,,,"The need for encryption at-rest is unique to your institution's implementation of a system. In particular, system components, architectures, and data flows, all factor into the need for this control.",Follow-up inquiries for data encryption at-rest will be institution/implementation specific.,Yes,,FALSE,20,CSC 13,,"8.2.3, 10.1.1",PR.DS-1,"3.1.19, 3.8.1","MP-2, AC-19(5)","2: Stakeholders & Obligations, 15: Baseline Control Set",8.2.1
3.02,-LITE-,53,HLDA-04,3.02-LITE-HLDA-04,Data,Are involatile backup copies made according to pre-defined schedules and securely stored and protected?,Ensure that response addresses involatile storage.,State how Institution's data is protected from system failures and ransomware.,"If your strategy uses different processes for services and data, ensure that all strategies are clearly stated and supported.",,,Ransomware is a significant and growing threat.  Every hosted service should include offline or involitile storage to mitigate this risk.,An institution's use case will drive the requirements for backup strategy. Ensure that the institution's use case and risk tolerance can be met by vendor systems.,Yes,,FALSE,15,CSC 13,,12.3.1,,3.8.9,"CP-9, MP-5",15: Baseline Control Set,
3.02,-LITE-,54,HLDA-05,3.02-LITE-HLDA-05,Data,Can the Institution extract a full or partial backup of data?, ,State plans to implement capabilities for the Institution to extract a full or partial backup of data.,Provide a general summary of how full and partial backups of data can be extracted.,,,"When cancelling a software/product/service, an institution will commonly want all institutional data that was provided to a vendor. The vendor's response should verify if the institution can extract data or if it is a manual extraction by vendor staff.","A vendor's response should be clear and concise. Be wary of vague responses to this questions and inquire about export specifics, as needed.",Yes,,TRUE,25,CSC 13,,8.3.1,PR.DS-3,"3.7.1, 3.7.2, 3.8.3","CP-9 MP-6, NIST SP 800-60, NIST SP 800-88, AC-2, AC-6, IA-4, PM-2, PM-10, SI-5, MA-2, MA-3, MP-6",15: Baseline Control Set,
3.02,-LITE-,55,HLDA-06,3.02-LITE-HLDA-06,Data,"Do you have a media handling process, that is documented and currently implemented that meets established business needs and regulatory requirements, including end-of-life, repurposing, and data sanitization procedures?", ,Provide a detailed summary of media handling processes that do exist.,Provide documented details of this process (link or attached).,,,"Managing media (and the data within) throughout its lifecycle is crucial to the protection of institutional data. The focus of this question is confidentiality, ensuring that media that may store institutional data is protected by well-established policy and procedure.",Vague responses to this question should be investigated further. Ask for additional documentation and verify that procedure (and possibly training) exists to ensure proper media handling activity.,Yes,,FALSE,20,"CSC 13, CSC 14",,14.2.5,PR.AC-4,,,9: Policy,9.6
3.02,-LITE-,56,HLDA-07,3.02-LITE-HLDA-07,Data,"Does your staff (or third party) have access to Institutional data (e.g., financial, PHI or other sensitive information) within the application/system?", , ,Summarize what access staff (or third parties) have to institutional data.,,,"Confidentiality is the focus of this question. Based on the capabilities of vendor administrators, the institution may require additional safeguards to protect the confidentiality of data stored by/shared with a vendor (e.g., additional layer of encryption, etc.).","If Institutional data is visible by the vendor's system administrators, follow-up with the vendor to understand the scope of visibility, process/procedure that administrators follow, and use cases when administrators are allowed to access (view) Institutional data.",Yes,,TRUE,40,,,,,,,"2: Stakeholders & Obligations, 9: Policy",6.4.2 & 7.1 &7.1.1
3.02,-LITE-,57,HLDC-01,3.02-LITE-HLDC-01,Datacenter,Does your company manage the physical data center where the institution's data will reside?, ,Provide a detailed description of where the institution's data will reside.,Provide a brief summary of your data center.,,,"Data ownership, availability, and the use of third-parties are all somewhat connected to the response of this question.",Simple responses without supporting documentation should be met with concern. Follow-up with a vendor and request supporting documentation if the answer is in any way dismissive or off-point.,No,,FALSE,0,CSC 12,,11.2.1,,,,"1: Mission Focus, 2: Stakeholders and Obligations",9.1
3.02,-LITE-,58,HLDC-02,3.02-LITE-HLDC-02,Datacenter,Are you generally able to accomodate storing each institution's data within their geographic region?,Please indicate which geographic regions you can provide storage in the Additional Info column.,Under what circumstances would institutional data leave a designated region or regions?, ,,,"An institution's location will dictate what laws and regulations apply to them. As vendor's may not know where all of their customers may reside, it is imperative that vendors are able to accomodate geographic requirements for their customers. Although unfair to expect support for all geographic regions in common infrastructure/platform/software-as-a-service, it is expected that vendor's be absolutely clear about the regions they leverage and/or support.","If a vendor is unable to accomodate storing/processing institutional data within specific regions, ask them why they are unable to? Try to determine if its an infrastructure issue (scalability), a cost-reduction strategy (size/maturity), or some other issue.",Yes,,TRUE,40,CSC 14,,11.1.1,"PR.AC-2, PR.IP-5",,,2: Stakeholders and Obligations,
3.02,-LITE-,59,HLDC-03,3.02-LITE-HLDC-03,Datacenter,Does the hosting provider have a SOC 2 Type 2 report available?,"If not using a hosting provider, use N/A", ,Obtain the report if possible and add it to your submission.,,,"Understanding the ownership structure of the facility that will host institutional data is important for setting availability expectations and ensure proper contract terms are in place to protect the institution due to use of third-parties. If a vendor uses a third-party vendor to provide datacenter solutions, having that vendor's SOC 2 Type 2 provides additional insight. The ability to assess these ""forth-party"" vendors is based on your institution's resources. The vendor is responsible for providing this information - ensure that they handle their vendors properly.",Follow-up inquiries for additional vendor's SOC 2 Type 2 reports will be institution/implementation specific.,No,,TRUE,40,CSC 13,,11.1.1,,,,"2: Stakeholders and Obligations, 10: Evaluation & Refinement, 14: External Resources , 15: Baseline Control Set",
3.02,-LITE-,60,HLDC-04,3.02-LITE-HLDC-04,Datacenter,Does your organization have physical security controls and policies in place?, ,State plans to develop and implement a physical security policy,Describe your physical security strategy.,,,"This question is primarily focused on system(s) integrity. If institutional data is stored in a system that is not physically secured from unauthorized access, the need for compensating controls is often higher. That means that although this question is in the Datacenter section, this question also encompasses office (and other) spaces used by the vendor to conduct operations.","If a weak response is given to this answer, response scrutiny should be increased. Inquire about the size of an organization, how it is physically deployed, how employees interact with each other and verify each others credibility. Any follow-up question related to physical integrity of institutional data is relevant here.",Yes,,TRUE,40,CSC 14,,"11.1.1, 11.1.2",PR.AC-2,"3.8.1, 3.8.2",,"9: Policy, 15: Baseline Control Set",
3.02,-LITE-,61,HLDC-05,3.02-LITE-HLDC-05,Datacenter,Do you have physical access control and video surveillance to prevent/detect unauthorized access to your data center?, ,State plans to prevent and detect unauthorized access to your data center.,Describe how you prevent and detect unauthorized access to your data center.,,,it is important to physically protect and monitor an infrastructure. The purpose of this question is to determine that appropriate protections are in-place at a vendor's data center.,"If a vendor answers unsatisfactorily, follow-up with questions about their physical infrastructure strategy (why they are self hosting), geographic redundancy (to determine if the data center is colocated with staff), and any compensating controls they may have in place.",Yes,,TRUE,40,,,,,3.10.2,,15: Baseline Control Set,9.1.1
3.02,-LITE-,62,HLNT-01,3.02-LITE-HLNT-01,Networking,"Do you enforce network segmentation between trusted and untrusted networks (i.e., Internet, DMZ, Extranet, etc.)?", ,Explain your alternate mitigations for protecting trusted hosts from untrusted networks.,Provide a brief summary of how trusted and untrusted networks are segmented.,,,"Networks are excellent at segmenting trusted and untrusted networks, a best practice used by many. Implementations can range from simple to complex but at a minimum, need to appropriately implemented and maintained.","The lack of segmentation indicates a flat network is in use. If this is the case, other compensating controls (e.g., host-based tools) will need to be in place to properly manage network communications within a vendor's infrastructure. Ask why the vendor has used this strategy and what they are doing to safeguard institutional data in this environment.",Yes,,TRUE,40,,,,,"3.13.1, 3.13.5",,15: Baseline Control Set,10.8
3.02,-LITE-,63,HLNT-02,3.02-LITE-HLNT-02,Networking,Are you utilizing a stateful packet inspection (SPI) firewall?, ,Describe any plans to implement a SPI firewall or your currently implemented compensating controls.,Describe the currently implemented SPI firewall.,,,"The use case, vendor infrastructure, and types of services offered will greatly affect the need for various firewalling devices. The focus of this question is integrity, ensuring that the systems hosting institutional data are limited in need-only communications. The use of a WAF is important in systems in which a vendor has limited access to the to code infrastructure.","If a vendor states that they do not run a SPI firewall, there is elevated reason for concern. Ensure how network traffic is monitored and managed as well as any compensating controls currently implemented.",Yes,,TRUE,40,,,,,3.1.3,,15: Baseline Control Set,
3.02,-LITE-,64,HLNT-03,3.02-LITE-HLNT-03,Networking,Do you use an automated IDS/IPS system to monitor for intrusions?, ,Describe your plan to implement an IDS/IPS in your environment.,Describe the currently implemented IDS/IPS.,,,"It is important to have detective and preventive capabilities in an information system to protect institutional data. Somewhat expected in information systems, vendors without IDS/IPSs implemented should raise concerns. Compensating controls need future evaluation, if provided by the vendor.","A security program with limited resources for event detection and prevention is not effective. Inquiries should include training for staff, reasoning behind not using IDS/IPS technologies, and how systems are monitored. Additional questions about a SIEM and other tooling may be appropriate. Ask how systems are actively protected and how malicious activity is stopped.",Yes,,TRUE,40,,,,,3.14.6,,15: Baseline Control Set,
3.02,-LITE-,65,HLNT-04,3.02-LITE-HLNT-04,Networking,Are you employing any next-generation persistent threat (NGPT) monitoring?, ,Describe your intent to implement NGPT monitoring.,Describe your NGPT monitoring strategy.,,,"This question is primarily focused on the maturity of a vendor's security program. Technologies are rapidly introduced and the toolsets needed to monitor, manage, and secure them need to keep up. Vendor responses to this question can give an institution insight into the maturity and overall state of a vendor's security.",Follow-up inquiries for NGPT monitoring will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,15: Baseline Control Set,
3.02,-LITE-,66,HLNT-05,3.02-LITE-HLNT-05,Networking,Do you require connectivity to the Institution's network for support/administration or access into any existing systems for integration purposes?,Describe this connectivity., ,Describe the tools and technical controls implemented to secure remote access.,,,"This question is about what level of network access is needed by the vendor's administrators. If all that is needed is a web connection, then even simple, on-premise access to a guest network can be considered. But if it requires connectivity to a highly protected resource (for example: A database server on an isolated VLAN and only accepting traffic from a specific front end), then the vendor's administrators may need to be given access to a datacenter's network. Again, the purpose here is to determine what level of access is the minimum required and what controls to put in place to secure that access.",Follow-up inquiries for institution network connectivity resource requirements will be institution/implementation specific.,Yes,,FALSE,15,,,,,,,9: Policy,
3.02,-LITE-,67,HLIH-01,3.02-LITE-HLIH-01,Incident Response,Do you have a formal incident response plan?, ,State plans to formalize an incident response plan.,Summarize or provide a link to your formal incident response plan.,,,"The ability for the vendor to respond effectively (and quickly) to a security incident is of the utmost importance. The size of a vendor's security office will determine their capabilities during a security incident but the incident response plan will oftentimes determine their effectiveness. Use the knowledge of this response when evaluating other vendor statements, particularly when discussing degraded operation states.","If the vendor does not have an incident response plan, direct them to the NIST Computer Security Incident Handling Guide at https://csrc.nist.gov/publications/detail/sp/800-61/rev-2/final",Yes,,TRUE,40,,,,,3.6.1,,9: Policy,12.5.3
3.02,-LITE-,68,HLIH-02,3.02-LITE-HLIH-02,Incident Response,Do you have an incident response process and reporting in place to investigate any potential incidents and report actual incidents?, ,Describe your timeline for implementing such a process for response and reporting.,Summarize your incident response and reporting processes.,,,"The ability for the vendor to investigate security incidents is of the utmost importance. Reviewing alerts but then taking no action is not security, only compliance. Incident reports and indications of compromise must be reviewed by qualified staff and they must have the capability to investigate further, as needed.","If the vendor does not have an incident response plan, direct them to the NIST Computer Security Incident Handling Guide at https://csrc.nist.gov/publications/detail/sp/800-61/rev-2/final",Yes,,FALSE,15,,,,,3.6.2,,9: Policy,12.5.3
3.02,-LITE-,69,HLIH-03,3.02-LITE-HLIH-03,Incident Response,"Do you carry cyber-risk insurance to protect against unforeseen service outages, data that is lost or stolen, and security incidents?", ,State plans to acquire insurance or your compensating controls.,Summarize your cyber insurance strategy.,,,"Vendor responses to this questions need to be evaluated in the context of use case, data criticality, institutional risk tolerance, and value of the software/product/service to the institution's mission.",Follow-up inquiries for cyber-risk insurance will be institution/implementation specific.,Yes,,FALSE,20,,,,,,,6: Risk Acceptance,
3.02,-LITE-,70,HLIH-04,3.02-LITE-HLIH-04,Incident Response,Do you have either an internal incident response team or retain an external team?, ,State plans for acquiring internal resources or an external team.,Summarize your internal approach or reference your third party contractor.,,,"The incident team structure (internal vs. external), size, and capabilities of a vendor has a significant impact on their ability to respond to and protect an institution's data. Use the knowledge of this response when evaluating other vendor statements.","If the vendor does not have an incident response team, direct them to the NIST Computer Security Incident Handling Guide at https://csrc.nist.gov/publications/detail/sp/800-61/rev-2/final",Yes,,TRUE,40,,,,,3.6.1,,"13: Personnel, 14: External Resources",
3.02,-LITE-,71,HLIH-05,3.02-LITE-HLIH-05,Incident Response,Do you have the capability to respond to incidents on a 24x7x365 basis?, ,State plans to implement this capability in the future,Describe the implemented procedure for 24/7/365 coverage.,,,"The capacity for the vendor to respond effectively (and quickly) to a security incident is of the utmost importance. The size and talent of a vendor's incident response team will determine their capabilities during a security incident. Use the knowledge of this response when evaluating other vendor statements, particularly when discussing degraded operation states.","If the vendor does not have an incident response plan, point them to the NIST Computer Security Incident Handling Guide at https://csrc.nist.gov/publications/detail/sp/800-61/rev-2/final",Yes,,TRUE,40,,,,,,,15: Baseline Control Set,
3.02,-LITE-,72,HLPP-01,3.02-LITE-HLPP-01,"Policies, Procedures and Processes","Can you share the organization chart, mission statement, and policies for your information security unit?", ,Provide a brief summary for this response.,Provide a links to these documents in Additional Information or attach them with your submission.,,,"Understanding the security program size (and capabilities) of a vendor has a significant impact on their ability to respond effectively to a security incident. Vendor's will share organizational charts and additional documentation of their security program, if needed. The point of this question is to verify vendor security program maturity or confirm other findings and/or assessments.",Vague responses to this question should be investigated further. Vendors unwilling to share additional supporting documentation decrease the trust established with other responses.,Yes,,FALSE,20,,,,,,,"1: Mission Focus, 9: Policy",
3.02,-LITE-,73,HLPP-02,3.02-LITE-HLPP-02,"Policies, Procedures and Processes",Are information security principles designed into the product lifecycle?, ,State why security principles are not designed into the product lifecycle.,Summarize the information security principles designed into the product lifecycle.,,,"The adherence to secure coding best practices better positions a vendor to maintain the CIA triad. Use the knowledge of this response when evaluating other vendor statements, particularly those focused on development and the protection of communications.","If information security principles are not designed into the product lifecycle, point the vendor to OWASP's Secure Coding Practices - Quick Reference Guide at https://www.owasp.org/index.php/OWASP_Secure_Coding_Practices_-_Quick_Reference_Guide",Yes,,TRUE,25,,,,,,,"8: Comprehensive Application, 9: Policy",
3.02,-LITE-,74,HLPP-03,3.02-LITE-HLPP-03,"Policies, Procedures and Processes",Do you have a documented information security policy?, ,State plans to implement information security policy at your company.,Provide a reference to your information security policy or submit documentation with this fully-populated HECVAT-Lite.,,,"A shared security [responsibility] environment is expected of vendors in today's world. Security office's cannot solely protect an institution's data. Information security, ingrained in an organization, is the best case scenario for the protection of institutional data. Security awareness and practice start in a vendor's policies.","If the vendor does not have a documented information security policy, follow-up questions about training, company practices, awareness efforts, auditing, and system protection practices are appropriate.",Yes,,TRUE,40,,,,,,,9: Policy,12.1
3.02,-LITE-,75,HLTP-01,3.02-LITE-HLTP-01,Third Parties,Will institution data be shared with or hosted by any third parties? (e.g. any entity not wholly-owned by your company is considered a third-party),"The Institution views hosted solutions such as AWS, Rackspace, Azure, and other PaaS/SaaS offerings as third parties. If services such as these are used in your environment, respond ""Yes"".", No need to answer HLTP-02 through 04,State each third party which institutional data will be shared with and/or hosted by and their level of responsibility.,,,"Management networks and end-user networks are often exclusive, with the intent of limiting access to elevated authorization tools. When a vendor states these networks are merged in operation, it should be met with elevated levels of concern. The focus of this question is to verify a common best practice in system management, allowing an institution to gain insight into a vendor's operating environment.","Verify if the vendor's practice is constrained by a technology or if it is just a best practice that is not adopted. In the case of constraints, ask for additional best practice implementation strategies that may compensate for the elevated risk(s).",No,,FALSE,0,,,,,,,"2: Stakeholders & Obligations, 8: Comprehensive Application, 9: Policy",12.8.1
3.02,-LITE-,76,HLTP-02,3.02-LITE-HLTP-02,Third Parties,"Do you perform security assessments of third party companies with which you share data? (i.e. hosting providers, cloud services, PaaS, IaaS, SaaS, etc.).",Ensure that all elements of HLTP-01 are clearly stated in your response.,State your plans to perform security assessments of third party companies.,"Provide a summary of your practices that assures that the third party will be subject to the appropriate standards regarding security, service recoverability, and confidentiality.",,,"In the context of the CIA triad, this question is focused on system integrity, ensuring that system changes are only executed by authorized users. Additionally, it is expected that devices (for administrators, vendor staff, and affiliates)that are used to access the vendor's systems are properly managed and secured.",Follow-up with a robust question set if the vendor cannot clearly state full-control of the integrity of their system(s). Questions about administrator access on end-user devices and other maintenance and patching type questions are appropriate.,Yes,,TRUE,40,,,,,,,"8: Comprehensive Application, 10: Evaluation & Refinement",12.8.2
3.02,-LITE-,77,HLTP-03,3.02-LITE-HLTP-03,Third Parties,Do you have an implemented third party management strategy?,Robust answers from the vendor improve the quality and efficiency of the security assessment process.,State your plans to implement a third-party management strategy.,Provide additional information that may help analysts better understand your environment and how it relates to third-party solutions.,,,"Every organization needs to actively understand and manage their supply chain, this vendor's understanding of who their third party partners are and their ability to manage those relationships effectively and consistently speaks to the amount of risk your institution is takin on by contracting with them.","If ""No"", inquire if there are plans to implement a policy or if the vendor has a set of documented and consistent procedures that they are using to manage their third party relationships.",Yes,,TRUE,40,,,,,,,"2: Stakeholders & Obligations, 9: Policy",12.8
3.02,-LITE-,78,HLTP-04,3.02-LITE-HLTP-04,Third Parties,"Do you have a process and implemented procedures for managing your hardware supply chain? (e.g., telecommunications equipment, export licensing, computing devices)",Make sure you address any national or regional regulations,State your plans to create a process and implemented procedures for managing your hardware supply chain.,State what countries and/or regions this process is compliant with.,,,"Understanding a vendor's hardware supply chain can reveal infrastructure risks that may not be apparent by other means. In some cases, the use of trusted components may be favorable. In others, it may initiate the assessment of the vendor's environment in more detail and/or expand the scope of the institution's assessment.",Follow-up inquiries concerning hardware supply chain will be institution/implementation specific.,Yes,,TRUE,40,,,,,,,"8: Comprehensive Application, 9: Policy, 15: Baseline Control Set",
3.02,-ONPREM-,1,DOCU-01,3.02-ONPREM-DOCU-01,Documentation,Have you undergone a SSAE 18 audit?,,Describe any plans to undergo a SSAE 18 audit.,"Provide the date of assessment and include a SOC 2 Type 2 (preferred) or SOC 3 report. If you have a SOC3 report, include a URL for the published report. Indicate if your hosting provider was the subject of the audit.",,,"Standard documentation, relevant to institutions requiring a vendor to undergo SSAE 16 audits.",Follow-up inquiries for SSAE 16 content will be institution/implementation specific. ,Yes,,FALSE,15,0,0,15.2.1,0,0,SA-9,-,-
3.02,-ONPREM-,2,DOCU-02,3.02-ONPREM-DOCU-02,Documentation,"Do you conform with a specific industry standard security framework? (e.g. NIST Cybersecurity Framework, ISO 27001, etc.)",,Describe any plans to conform to an industry standard security framework.,"Provide documentation on how your organization conforms to each framework and indicate current certification levels, where appropriate.",,,"Many vendors have populated a CAIQ or at least a self-assessment. Although lacking in some areas important to Higher Ed, these documents are useful for supplemental assessment.",Follow-up inquiries for CSA content will be institution/implementation specific.,Yes,,FALSE,10,0,0,18.1.1,0,0,SA-9,-,-
3.02,-ONPREM-,3,DOCU-03,3.02-ONPREM-DOCU-03,Documentation,Are you compliant with FISMA standards?,,Describe any plans to become FISMA compliant.,"Indicate level, agency issuing ATO, and necessary details on ATO. If using FEDRamp, please indicate the supporting details.",,,"If a vendor is STAR certified, vendor responses can theoretically be more trusted since CSA has verified their responses. Trust, but verify for yourself, as needed.",If STAR certification is important to your institution you may have specific follow-up details for documentation purposes.,Yes,,FALSE,15,0,0,18.1.1,0,0,SA-9,-,-
3.02,-ONPREM-,4,DOCU-04,3.02-ONPREM-DOCU-04,Documentation,Does your organization have a data privacy policy?,,Describe your plans to provide a data privacy document.,Provide your data privacy document (or a valid link to it) upon submission.,,,"The details of the standard are not the focus here, it is the fact that a vendor builds their environment around a standard and that they continually evaluate and assess their security programs.","In an ideal world, a vendor will conform to an industry framework that is adopted by an institution. When this synergy does not exist, the interpretation of the vendor's responses must be interpreted in the context of the institution's environment. Follow-up inquires for industry frameworks (and levels of adoption) will be institution/implementation specific.",Yes,,TRUE,25,0,§164.308(a)(1)(i),18.1.4,ID.GV-3,ID.GV-3,SA-9,-,-
3.02,-ONPREM-,5,DOCU-05,3.02-ONPREM-DOCU-05,Documentation,Describe or provide a reference to your Business Continuity Plan (BCP).,,Provide a valid URL to your current DRP or submit it along with this fully-populated HECVAT.,Provide a valid URL to your current DRP or submit it along with this fully-populated HECVAT.,,,"For institutions that collaborate with the United States government, FISMA compliance may be required. ",Follow-up inquiries for FISMA compliance will be institution/implementation specific. ,Yes,,FALSE,20,CSC10,0,17.1.1,PR.IP-9,3.12.2,"AU-7, AU-9, IR-4, AC-5, CP-4, CP-10; NIST SP 800-34 
",-,-
3.02,-ONPREM-,6,DOCU-06,3.02-ONPREM-DOCU-06,Documentation,Describe or provide a reference to your Disaster Recovery Plan (DRP).,,Provide a valid URL to your current BCP or submit it along with this fully-populated HECVAT.,Provide a valid URL to your current BCP or submit it along with this fully-populated HECVAT.,,,"Managing and protecting institution data is the reason organizations perform security and risk assessments. Privacy policies outline how vendors will obtain, use, share, and protect institutional data and as such, should be robust in its language. Beware of vaguely worded privacy policies.",Inquire about any privacy language the vendor may have. It may not be ideal but there may be something available to assess or enough to have your legal counsel or policy/privacy professionals review.,Yes,,FALSE,20,0,§164.308(a)(1)(i),18.1.4,ID.GV-3,ID.GV-3,SA-9,-,-
3.02,-ONPREM-,7,COMP-01,3.02-ONPREM-COMP-01,Company Overview,"Describe your organization’s business background and ownership structure, including all parent and subsidiary relationships.",Include circumstances that may involve off-shoring or multi-national agreements.,-,Include circumstances that may involve off-shoring or multi-national agreements.,,,"Defining scale of company (support, resources, skillsets), General information about the organization that may be concerning.","Follow-up responses to this one are normally unique to their response. Vague answers here usually result in some footprinting of a vendor to determine their ""reputation"".",yes,qual,FALSE,10,0,0,0,0,0,0,-,-
3.02,-ONPREM-,8,COMP-02,3.02-ONPREM-COMP-02,Company Overview,Describe how long your organization has conducted business in this product area.,Include the number of years and in what capacity.,-,Include the number of years and in what capacity.,,,We want to establish longevity of a solution and whether or not a vendor is new to the HE space.,Normally a vendor will state their overall longevity but not talk about the software/service/product under evaluation. Follow-up's includes specific questions about the origins of the software/service/product and references will be requested.,yes,qual,FALSE,10,0,0,0,0,0,0,-,-
3.02,-ONPREM-,9,COMP-03,3.02-ONPREM-COMP-03,Company Overview,Do you have existing higher education customers?,,State your primary industry.,"Provide a list of Higher Ed references, with contact information.",,,"Higher Ed is a unique vertical. A vendor's response to this question can help an analyst set the context for all vendor responses. Established and/or mature software/product/services are more likely to have current Higher Ed customers, and therefore understand the environment that we operate in.","A simple ""Yes"" without any references or supporting information should be questioned. Question the size of institutions that are using the software/product/service and the scope of their implementations.",Yes,,FALSE,10,0,0,15.2.1,0,0,0,-,-
3.02,-ONPREM-,10,COMP-04,3.02-ONPREM-COMP-04,Company Overview,Have you had a significant breach in the last 5 years?,,,Provide a detailed summary of the breach.,,,"We want transparency from the vendor and an honest answer to this question, regardless of the response, is a good step in building trust. ","If a vendor says ""No"", it is taken at face value. If you organization is capable of conducting reconnaissance, it is encouraged. If a vendor has experienced a breach, evaluate the circumstance of the incident and what the vendor has done in response to the breach.",No,,TRUE,25,0,0,0,0,0,0,-,-
3.02,-ONPREM-,11,COMP-05,3.02-ONPREM-COMP-05,Company Overview,Do you have a dedicated Information Security staff or office?,,Describe any plans to create an Information Security Office for your organization.,"Decribe your Information Security Office, including size, talents, resources, etc.",,,"Understanding the security program size (and capabilities) of a vendor has a significant impact on their ability to respond effectively to a security incident. The size of a vendor will determine their SO size, or lack thereof. Use the knowledge of this response when evaluating other vendor statements.","Vague responses to this question should be investigated further. Vendors without dedicated security personnel commonly have no security or security is embedded or dual-homed within operations (administrators). Ask about separation of duties, principle of least privilege, etc. - there are many ways to get additional program state information from the vendor.",Yes,,TRUE,25,0,0,15.2.1,0,0,0,-,-
3.02,-ONPREM-,12,COMP-06,3.02-ONPREM-COMP-06,Company Overview,"Do you have a dedicated Software and System Development team(s)? (e.g. Customer Support, Implementation, Product Management, etc.)",,Describe any plans to create aSoftware and System Development Team for your organization.,"Describe the structure and size of your Software and System Development teams. (e.g. Customer Support, Implementation, Product Management, etc.)",,,"Understanding the development team size (and capabilities) of a vendor has a significant impact on their ability to produce and maintain code, adhering to secure coding best practices. The size of a vendor will determine their use of dedicated development teams, or lack thereof. Use the knowledge of this response when evaluating other vendor statements.",Follow-up inquiries for vendor team strategies will be unique to your institution and may depend on the underlying infrastructures needed to support a system for your specific use case.,Yes,,FALSE,15,0,0,14.2.1,0,0,"SA-3, SA-15, SC-2, PM-2, PM-10, SI-5,PM-3 ",-,-
3.02,-ONPREM-,13,COMP-07,3.02-ONPREM-COMP-07,Company Overview,Use this area to share information about your architecture that will assist those who are assessing your company data security program.,"Share any details that would help information security analysts assess your product. Give examples of ""suggested or required implementation architecture"", or perhaps how all the moving pieces work together (i.e., database, middleware, etc.)",-,"Share any details that would help information security analysts assess your product. Give examples of ""suggested or required implementation architecture"", or perhaps how all the moving pieces work together (i.e., database, middleware, etc.)",,,"For the 20% that HECVAT may not  cover, this gives the vendor a chance to support their other responses. Beware when this area is populated with sales hype or other non-relevant information. Thorough documentation, supporting evidence, and/or robust responses go a long way in building trust in this assessment process.","This is a freebie to help the vendor state their ""case"". If a vendor does not add anything here (or it is just sales stuff), we can assume it was filled out by a sales engineer and questions will be evaluated with higher scrutiny.",yes,qual,TRUE,25,0,0,15.2.1,0,0,0,-,-
3.02,-ONPREM-,14,OPAP-01,3.02-ONPREM-OPAP-01,Application/Service Security,Do you support role-based access control (RBAC) for end-users?,,Describe any limitations to your roles-based approach.,Describe your RBAC.,,,"Understanding access control capabilities allows an institution to estimate the type of maintenance efforts will be involved to manage a system. Depending on the users, concerns may or not be elevated. The value of this question is largely determined by the deployment strategy and use case of the software/product/service under review. This question is specific to end-users.",Ask the vendor to summarize the best practices to restrict/control the access given to the institution's end-users without the use of RBAC. Make sure to understand the administrative requirements/overhead introduced in the vendor's environment.,Yes,,TRUE,25,CSC 18,0,0,ID.AM-5,0,0,-,-
3.02,-ONPREM-,15,OPAP-02,3.02-ONPREM-OPAP-02,Application/Service Security,Do you support role-based access control (RBAC) for system administrators?,,Describe any limitations to your roles-based approach.,Describe your RBAC.,,,"Managing a software/product/service may rely on various professionals to administrate a system. This question is focused on how administration, and the segregation of functions, can be implemented within the system. Securing the administration portion of a system has additional implications (e.g. logging, administration, etc.) beyond that of end-users.",Ask the vendor to summarize the best practices for securing their system(s) administratively without the use of RBAC. Make sure to understand the administrative requirements/overhead introduced in the vendor's environment.,Yes,,FALSE,20,"CSC 2, CSC 3 
",0,11.2.6,ID.AM-5,0,0,-,-
3.02,-ONPREM-,16,OPAP-03,3.02-ONPREM-OPAP-03,Application/Service Security,Can your employees access customer systems remotely?,,,Describe the tools and technical controls implemented to secure remote access.,,,"Telecommuting in the IT world is common - an institution should know that proper safeguards are in place, if remote access is allowed. Vendor responses vary greatly on this so confirm the context of the response if it is not clear. Many cloud services can only be managed remotely so there is often a gray area to interpret for this response.",Ask the vendor to summarize the reasoning behind this business process and request additional documentation that outlines the security controls implemented to safeguard institutional data.,No,,FALSE,20,CSC 14,0,6.2,"PR.AC-3, PR.MA-2","3.1.2 
",AC-17; NIST SP 800-46,-,-
3.02,-ONPREM-,17,OPAP-04,3.02-ONPREM-OPAP-04,Application/Service Security,Can you provide overall system and/or application architecture diagrams including a full description of the data communications architecture for all components of the system?,,State any plans to provide system and/or application architecture diagrams.,Provide a reference to the requested documents or provide them when submitting this fully-populated HECVAT.,,,"Many systems can be used a variety of ways. We want these implementation type diagrams so that we can understand the ""real"" use of the product.","Additional requests for documentation are made when other parts of the HECVAT are insufficient. Although helpful, many vendors do not provide supporting documentation. We try to be specific with our follow-up questions so that vendors understand we are not looking for 20-50 page whitepapers (sales documentation).",Yes,,FALSE,20,"CSC16 
",0,9.1.1,"PR.AC-4, PR.PT-3 
",3.4.9,CM-11,-,-
